"mb_sex","age","majorNm","license","hope_license"
"1","27",로봇공학과,,관광통역안내사(불어)
"2","18",건설공학교육과,,상하수도기술사
"1","19",프랑스학과,,관광통역안내사(스페인어)
"1","49",루마니아어과,,관광통역안내사(독어)
"2","11",그리스·불가리아학과,,관광통역안내사(이탈리아어)
"1","45",환경학과,,대기환경산업기사
"1","34",식품공학과,,제과기능사
"1","56",평생교육학과,,관광통역안내사(불어)
"2","39",항공관광과,,승강기산업기사
"1","29",전산통계학과,,철도신호기술사
"2","41",스페인·중남미학과,,관광통역안내사(말레이/인도네시아어)
"2","52",기계시스템공학과,,기계조립산업기사
"1","61",회화과,,시각디자인산업기사
"1","18",화공생명학과,,정밀화학기사
"1","62",그리스·불가리아학과,,관광통역안내사(불어)
"1","64",식품생명과학과,,식육가공기사
"2","26",항공운항학과,,농업기계산업기사
"2","47",농학과,,목질재료기능사
"2","27",교정보호학과,,포장산업기사
"2","19",전자전기공학과,,전기기사
"2","44",컴퓨터교육과,,사무자동화산업기사
"2","51",화장품·향수전공,,화약류제조기사
"1","26",다문화복지과,,임상심리사1급
"1","10",화훼원예과,,유기농업산업기사
"2","62",생명화학공학과,,화학분석기능사
"2","61",레이저광정보공학전공,,"3급 청소년지도사"
"2","53",화학과,,위험물기능장
"1","64",건설환경공학과,,잠수산업기사
"1","12",항공운항학과,,공조냉동기계기술사
"2","44",스마트소프트웨어과,,정보기기운용기능사
"1","29",문화재보존학과,,시각디자인산업기사
"1","37",교육공학과,,"1급 청소년지도사"
"1","32",나노재료공학전공,,정밀화학기사
"1","28",관현악과,,미용사(일반)
"2","49",환경학과,,소음진동기술사
"1","19",사회체육학과,,이용사
"2","42",교통시스템공학과,,토목구조기술사
"2","8",경영회계학과,,포장기사
"2","62",관광학부,,스포츠경영관리사
"1","19",경영정보학과,,품질경영기사
"2","62",호텔조리김치발효과,,중식조리산업기사
"2","15",해양공학과,,비계기능사
"1","12",러시아언어문화전공,,관광통역안내사(스페인어)
"2","8",프랑스학과,,관광통역안내사(아랍어)
"1","58",독어교육과,,관광통역안내사(베트남어)
"1","8",도예학과,,가구제작기능사
"2","16",화장품과학과,,위험물기능장
"1","22",스칸디나비아어과,,사무자동화산업기사
"2","37",스마트IT학과,,멀티미디어콘텐츠제작전문가
"1","11",산림자원학과,,종자기사
"1","32",도시계획학과,,기중기운전기능사
"2","28",교육심리학과,,임상심리사2급
"2","23",건설환경공학과,,철도토목기능사
"1","43",신소재공학과,,수질관리기술사
"2","37",화훼원예과,,유기농업기능사
"2","27",회화과,,컬러리스트산업기사
"1","22",신재생에너지과,,정보처리기사
"1","26",다문화복지과,,"2급 청소년상담사"
"1","36",풍수명리과,,"3급 청소년지도사"
"2","46",게임컨텐츠과,,정보기기운용기능사
"1","29",교육학과,,국제의료관광코디네이터
"2","15",카이로스포츠과,,시각디자인기사
"1","57",호텔외식조리과,,중식조리기능사
"2","51",미술사학과,,제품디자인산업기사
"2","58",환경학과,,신재생에너지발전설비산업기사(태양광)
"2","45",멀티미디어게임과,,정보처리기능사
"1","60",미래자동차공학과,,정밀측정기능사
"1","41",식품공학과,,식품기사
"1","56",전산통계학과,,로봇하드웨어개발기사
"2","17",신발패션산업과,,제품디자인산업기사
"1","53",도시정보공학전공,,해양자원개발기사
"1","51",생명과학과,,화약류제조산업기사
"2","50",기계교육과,,항공전자정비기능사
"1","62",항공서비스경영학과,,승강기기능사
"2","61",생화학과,,위험물산업기사
"1","22",게임컨텐츠과,,컴퓨터시스템응용기술사
"2","41",사진영상학과,,제품디자인산업기사
"1","30",만화콘텐츠과,,제품디자인기술사
"1","15",전기전자과,,전자계산기기능사
"1","16",나노신소재공학과,,정밀화학기사
"1","25",융합보안학과,,정보처리기사
"2","27",건설시스템공학과,,실내건축산업기사
"1","30",기계시스템공학과,,기계가공기능장
"1","57",루마니아어과,,관광통역안내사(베트남어)
"1","48",기계융합공학과,,농기계정비기능사
"1","48",융합보안학과,,컴퓨터시스템응용기술사
"2","13",해양분자생명과학과,,건축목공산업기사
"2","11",전자전기공학과,,의공산업기사
"1","21",프랑스어문학과,,관광통역안내사(러시아어)
"2","21",미용예술과,,웹디자인기능사
"1","12",치의예과,,"3급 청소년지도사"
"2","37",해양분자생명과학과,,조적기능사
"2","17",불어불문학과,,관광통역안내사(일본어)
"1","60",전산통계학과,,철도신호기사
"2","18",미술학과,,제품디자인기사
"2","45",드론교통공학과,,정보기기운용기능사
"1","48",디지털전기공학과,,정보처리기사
"1","27",만화콘텐츠과,,제품디자인기사
"2","31",방사선학과,,방사선비파괴검사기능사
"2","52",카이로스포츠과,,컬러리스트산업기사
"2","45",기계공학과,,설비보전기사
"1","54",도시사회학과,,교통산업기사
"1","48",게임학과,,정보처리기사
"2","34",융합소프트웨어학과,,정보처리산업기사
"1","13",러시아학과,,관광통역안내사(태국어)
"1","24",전기전자과,,전자산업기사
"1","41",만화콘텐츠과,,컬러리스트산업기사
"1","64",말레이·인도네시어과,,관광통역안내사(불어)
"2","33",게임공학과,,컴퓨터시스템응용기술사
"1","57",경제금융학과,,소비자전문상담사1급
"1","64",신발패션산업과,,제품디자인산업기사
"2","45",멀티미디어게임과,,컴퓨터시스템응용기술사
"2","9",화훼원예과,,식물보호기사
"2","53",도시건설과,,콘크리트기능사
"1","10",항공서비스학과,,공조냉동기계기능사
"2","8",경호학과,,방재기사
"1","60",전자전기공학과,,전자기기기능사
"1","51",멀티미디어디자인학과,,컴퓨터시스템응용기술사
"2","48",스마트IT학과,,정보처리산업기사
"1","24",미용과,,제품디자인기술사
"1","32",경제통상학부,,포장기사
"2","21",데이터사이언스학과,,전자계산기조직응용기사
"1","53",환경조경과,,온실가스관리기사
"1","50",간호과,,"3급 청소년상담사"
"2","63",VMD과,,포장기술사
"2","17",해양학과,,배관기능장
"1","28",평생교육학과,,관광통역안내사(이탈리아어)
"2","58",정보보안학과,,컴퓨터시스템응용기술사
"1","31",간호학과,,국제의료관광코디네이터
"2","17",컴퓨터시스템공학과,,정보기기운용기능사
"1","18",미디어디자인과,,컬러리스트기사
"2","34",기계교육과,,금형기능사
"1","18",독어교육과,,관광통역안내사(말레이/인도네시아어)
"1","36",도시건설과,,건축산업기사
"1","39",식품생명과학과,,제과기능장
"1","28",전기공학과,,전기공사기사
"1","25",경찰행정학과,,가스기술사
"1","11",생물학과,,화공기술사
"2","38",경찰경호행정과,,산업위생관리산업기사
"2","62",관현악과,,미용사(피부)
"2","59",실내건축학과,,지적기사
"1","20",스마트소프트웨어과,,정보관리기술사
"1","39",다문화복지과,,"3급 청소년지도사"
"1","34",전자공학교육과,,광학기능사
"2","34",데이터정보학과,,사무자동화산업기사
"2","37",미술교육과,,시각디자인산업기사
"1","11",게임제작과,,정보기기운용기능사
"2","38",기계설계공학과,,조선기사
"1","27",치기공과,,"2급 청소년지도사"
"1","49",도시계획부동산학과,,농어업토목기술사
"1","46",스마트소프트웨어과,,사무자동화산업기사
"1","54",그리스·불가리아학과,,관광통역안내사(영어)
"1","58",환경원예학과,,토양환경기술사
"1","59",경제금융학과,,품질관리기술사
"2","26",경찰행정학과,,자기비파괴검사기사
"2","11",바이오메디컬공학전공,,"3급 청소년지도사"
"2","20",간호학과,,"3급 청소년지도사"
"1","15",교정보호학과,,품질관리기술사
"1","9",치의예과,,"3급 청소년지도사"
"2","59",패션산업학과,,양복기능사
"1","15",녹지조경학과,,건설재료시험기능사
"1","38",나노재료공학전공,,위험물기능장
"2","17",경영정보학과,,포장산업기사
"1","59",경찰행정학과,,초음파비파괴검사산업기사
"2","57",다문화복지과,,"1급 청소년상담사"
"2","13",해양생명응용과학부,,해양환경기사
"1","37",경찰경호과,,방사선비파괴검사기능사
"2","33",고분자공학과,,위험물산업기사
"1","61",무용학과,,컬러리스트기사
"2","11",독어교육과,,관광통역안내사(아랍어)
"1","22",생명공학과,,위험물기능사
"2","35",스마트폰컨텐츠과,,정보관리기술사
"1","14",골프산업학과,,스포츠경영관리사
"1","27",멀티미디어공학과,,전자계산기조직응용기사
"1","13",과학교육과,,농림토양평가관리기사
"1","25",교육심리학과,,임상심리사2급
"2","18",산림과학과,,목질재료기능사
"1","54",해양분자생명과학과,,해양조사산업기사
"1","36",호텔조리과,,중식조리기능사
"2","55",미디어디자인과,,컴퓨터그래픽스운용기능사
"2","40",경호스포츠과,,침투비파괴검사산업기사
"1","45",항공관광과,,금형제작기능장
"1","38",프랑스언어문화학과,,관광통역안내사(독어)
"2","34",융합보안학과,,정보기기운용기능사
"2","22",해양공학과,,해양환경기사
"1","58",골프학과,,미용장
"1","20",건축학과,,건축목공산업기사
"1","58",경영학과,,소비자전문상담사1급
"2","56",레이저광정보공학전공,,임상심리사2급
"1","60",패션마케팅과,,염색기능사(날염)
"2","49",관광일어과,,이용장
"2","25",e-비즈니스과,,멀티미디어콘텐츠제작전문가
"1","58",대기환경과학전공,,에너지관리기능장
"1","23",호텔경영학과,,포장기사
"1","53",스페인·중남미학과,,관광통역안내사(영어)
"1","21",e-비즈니스과,,정보관리기술사
"1","24",치의학과,,"2급 청소년지도사"
"2","37",고고미술사학과,,제품디자인기술사
"1","55",신소재응용과,,생물분류기사(동물)
"1","64",독일어과,,관광통역안내사(러시아어)
"2","44",건축학과,,아스팔트피니셔운전기능사
"1","30",독어독문학과,,관광통역안내사(러시아어)
"2","11",신재생에너지과,,멀티미디어콘텐츠제작전문가
"1","19",환경공학과,,폐기물처리기사
"1","13",치기공학과,,"3급 청소년상담사,임상심리사1급"
"1","15",간호학과,,"1급 청소년지도사,2급 청소년상담사"
"2","58",화학교육과,,"정밀화학기사,위험물기능장"
"1","43",미디어영상학과,,"컬러리스트기사,제품응용모델링기능사"
"1","52",항공관광과,,"항공기관정비기능사,차량기술사"
"1","54",리조트개발학과,,"제과기능장,식품가공기능사"
"1","38",항공메카트로닉스과,,"프레스금형기능사보,전산응용조선제도기능사"
"2","32",폴란드어과,,"관광통역안내사(일본어),관광통역안내사(태국어)"
"2","36",전자공학과,,"전기산업기사,의료전자기능사"
"1","48",환경시스템공학과,,"대기환경산업기사,에너지관리기능장"
"2","16",농학과,,"버섯산업기사,수산양식산업기사"
"2","24",골프산업학과,,"이용장,미용사(일반)"
"1","32",생명시스템학과,,"화약류제조산업기사,바이오화학제품제조산업기사"
"2","55",미래자동차공학과,,"항공기사,전자부품장착기능사"
"2","59",마술학과,,"시각디자인산업기사,제품디자인기술사"
"1","27",호텔조리제과제빵과,,"일식조리기능사,한식조리산업기사"
"1","62",화학공학과,,"화학분석기능사,화공기사"
"2","18",전기·전자·통신공학교육과,,"전자기기기능장,철도전기신호기능사"
"1","28",패션산업학과,,"의류기사,의류기술사"
"2","39",환경에너지공학과,,"수질환경기사,농림토양평가관리산업기사"
"2","26",게임컨텐츠과,,"정보처리기능사,컴퓨터시스템응용기술사"
"1","44",화장품·향수전공,,"위험물산업기사,화학분석기사"
"2","55",경제금융학과,,"소비자전문상담사2급,포장기사"
"1","54",미술사학과,,"웹디자인기능사,컬러리스트기사"
"2","28",정보통계학과,,"컴퓨터시스템응용기술사,정보관리기술사"
